"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I","text","score_obs","description","event_code","short_description","uncertainty","min","max","value.norm","unc.norm"
NA,NA,"perch",2,"a",NA,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"a",NA,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"a",NA,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"a",NA,NA,NA,NA,5,"If it’s otherwise a good winter, then it’s just nice weather. But if it’s a mild winter, then you can’t go out. Is ice fishing the dominant form? Few go out in boats? On the big lakes. and at Simrishamn there is some trolling from boats. If we think about ice fishing?Absolutely, =1 if the ice isn’t there or is dangerous to walk on.","1","Heatwave in the winter season","hww","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",2,"b",NA,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,NA,NA
NA,NA,"zander",2,"b",5,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,1,1
NA,NA,"perch",2,"b",5,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,1,1
NA,NA,"trout",2,"b",1,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,0,1
NA,NA,"salmon",2,"b",1,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,0,1
NA,NA,"pike",2,"b",2,NA,NA,NA,5,"Yes, but in another way. When it’s hot, fishing in running waters (salmon, trout, grayling) is closed. Perch and zander fishing only gets better in warm weather. Few target pike in a heatwave. But if you booked a salmon-fishing week, it simply gets canceled. Zander & perch = 5; salmon & trout = 1; pike = 2 (or 1, discussed with another angler present). But “vacation fishers” will probably go out regardless. Pike fishing is usually in spring & autumn; high temps affect survival.","M","Heatwave in the summer season","hws","go_fishing",5,1,5,0.25,1
NA,NA,"not_specified",2,"c",1,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,0,1
NA,NA,"zander",2,"c",NA,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,NA,NA
NA,NA,"perch",2,"c",NA,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"c",NA,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"c",NA,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"c",NA,NA,NA,NA,5,"Big impact.",NA,"Severe icing (in the winter season)","ici","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",2,"d",2,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,0.25,1
NA,NA,"zander",2,"d",NA,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,NA,NA
NA,NA,"perch",2,"d",NA,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"d",NA,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"d",NA,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"d",NA,NA,NA,NA,5,"Less attractive, but still possible to fish; =2.","2","Algal bloom (in the summer season)","abl","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",2,"e",2,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,0.25,1
NA,NA,"zander",2,"e",NA,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,NA,NA
NA,NA,"perch",2,"e",NA,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"e",NA,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"e",NA,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"e",NA,NA,NA,NA,5,"People hold back; it’s a comfort factor. Most stay indoors",NA,"Extreme cloudburst (in the summer season)","erf","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",2,"f",2,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,0.25,1
NA,NA,"zander",2,"f",NA,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,NA,NA
NA,NA,"perch",2,"f",NA,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"f",NA,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"f",NA,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"f",NA,NA,NA,NA,5,"Yes, people hold back; most stay home, except the really keen ones who may go out in sheltered spots",NA,"Gale","gal","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",2,"g",1,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,0,1
NA,NA,"zander",2,"g",NA,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,NA,NA
NA,NA,"perch",2,"g",NA,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,NA,NA
NA,NA,"trout",2,"g",NA,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,NA,NA
NA,NA,"salmon",2,"g",NA,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,NA,NA
NA,NA,"pike",2,"g",NA,NA,NA,NA,5,"No, impossible to fish.",NA,"Storm","sto","go_fishing",5,1,5,NA,NA
NA,NA,"not_specified",3,"a",-997,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"zander",3,"a",NA,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"a",NA,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"a",NA,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"a",NA,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"a",NA,NA,NA,NA,5,"If there’s no ice, you can’t catch them with an ice rod, and you don’t put in a boat just for a short ice-free spell.",NA,"Heatwave in the winter season","hww","catchability",5,1,5,NA,NA
NA,NA,"not_specified",3,"b",NA,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,NA,NA
NA,NA,"zander",3,"b",4,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,0.75,1
NA,NA,"perch",3,"b",4,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,0.75,1
NA,NA,"trout",3,"b",2,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,0.25,1
NA,NA,"salmon",3,"b",2,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,0.25,1
NA,NA,"pike",3,"b",2,NA,NA,NA,5,"species that dislike heat (salmonids) and even pike become harder to catch; perch and zander improve ","M","Heatwave in the summer season","hws","catchability",5,1,5,0.25,1
NA,NA,"not_specified",3,"c",2,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,0.25,1
NA,NA,"zander",3,"c",NA,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"c",NA,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"c",NA,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"c",NA,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"c",NA,NA,NA,NA,5,"Heavy icing is rare, and few troll in sub-zero temps – marginal effect on fish",NA,"Severe icing (in the winter season)","ici","catchability",5,1,5,NA,NA
NA,NA,"not_specified",3,"d",-998,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"zander",3,"d",NA,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"d",NA,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"d",NA,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"d",NA,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"d",NA,NA,NA,NA,5,"Don’t know",NA,"Algal bloom (in the summer season)","abl","catchability",5,1,5,NA,NA
NA,NA,"not_specified",3,"e",3,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,0.5,1
NA,NA,"zander",3,"e",NA,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"e",NA,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"e",NA,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"e",NA,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"e",NA,NA,NA,NA,5,"No.",NA,"Extreme cloudburst (in the summer season)","erf","catchability",5,1,5,NA,NA
NA,NA,"not_specified",3,"f",2,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,0.25,1
NA,NA,"zander",3,"f",NA,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"f",NA,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"f",NA,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"f",NA,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"f",NA,NA,NA,NA,5,"Makes fishing more difficult, but doesn’t affect catchability",NA,"Gale","gal","catchability",5,1,5,NA,NA
NA,NA,"not_specified",3,"g",-998,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,"zander",3,"g",NA,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,"perch",3,"g",NA,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,"trout",3,"g",NA,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,"salmon",3,"g",NA,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,"pike",3,"g",NA,NA,NA,NA,5,"Nobody goes out in storms, so we don’t know if fish bite then",NA,"Storm","sto","catchability",5,1,5,NA,NA
NA,NA,NA,4,"a",1,NA,NA,NA,5,"No, very similar",NA,"Heatwave in the winter season","hww","catch_assemblage",5,1,5,0,1
NA,NA,NA,4,"b",2,NA,NA,NA,5,"No, you fish where you fish, so you get the species present there. But in mountain areas, if you target trout or grayling but the system also has pike and perch, you might get more of those instead. From a boat it’s usually small differences",NA,"Heatwave in the summer season","hws","catch_assemblage",5,1,5,0.25,1
NA,NA,NA,4,"c",-998,NA,NA,NA,5,"No, icing is rare",NA,"Severe icing (in the winter season)","ici","catch_assemblage",5,1,5,NA,NA
NA,NA,NA,4,"d",1,NA,NA,NA,5,"No",NA,"Algal bloom (in the summer season)","abl","catch_assemblage",5,1,5,0,1
NA,NA,NA,4,"e",1,NA,NA,NA,5,"No",NA,"Extreme cloudburst (in the summer season)","erf","catch_assemblage",5,1,5,0,1
NA,NA,NA,4,"f",999,NA,NA,NA,5,"Not directly, but on the coast with prolonged winds you can get upwelling; perch may move closer inshore, and trout & whitefish may appear shallower than normal. Seen within a season",NA,"Gale","gal","catch_assemblage",5,1,5,NA,NA
NA,NA,NA,4,"g",999,NA,NA,NA,5,"Not directly, but on the coast with prolonged winds you can get upwelling; perch may move closer inshore, and trout & whitefish may appear shallower than normal. Seen within a season ",NA,"Storm","sto","catch_assemblage",5,1,5,NA,NA
NA,NA,NA,5,"a",3,NA,NA,NA,5,"no",NA,"Heatwave in the winter season","hww","catch_condition",5,1,5,0.5,1
NA,NA,NA,5,"b",2,NA,NA,NA,5,"Yes, species that thrive in cooler waters get poorer condition",NA,"Heatwave in the summer season","hws","catch_condition",5,1,5,0.25,1
NA,NA,NA,5,"c",-998,NA,NA,NA,5,"NA",NA,"Severe icing (in the winter season)","ici","catch_condition",5,1,5,NA,NA
NA,NA,NA,5,"d",3,NA,NA,NA,5,"No (guess)",NA,"Algal bloom (in the summer season)","abl","catch_condition",5,1,5,0.5,1
NA,NA,NA,5,"e",3,NA,NA,NA,5,"no",NA,"Extreme cloudburst (in the summer season)","erf","catch_condition",5,1,5,0.5,1
NA,NA,NA,5,"f",3,NA,NA,NA,5,"no",NA,"Gale","gal","catch_condition",5,1,5,0.5,1
NA,NA,NA,5,"g",3,NA,NA,NA,5,"no",NA,"Storm","sto","catch_condition",5,1,5,0.5,1
NA,NA,NA,6,"a",-999,NA,NA,NA,5,NA,NA,"Heatwave in the winter season","hww","cope_condition",5,1,5,NA,NA
NA,NA,NA,6,"b",1,NA,NA,NA,5,"No, nothing can be done. If fish are in poor condition, there’s nothing you can do. Doesn’t really apply to sport fishing since fish aren’t trapped in gear",NA,"Heatwave in the summer season","hws","cope_condition",5,1,5,0,1
NA,NA,NA,6,"c",-999,NA,NA,NA,5,NA,NA,"Severe icing (in the winter season)","ici","cope_condition",5,1,5,NA,NA
NA,NA,NA,6,"d",-999,NA,NA,NA,5,NA,NA,"Algal bloom (in the summer season)","abl","cope_condition",5,1,5,NA,NA
NA,NA,NA,6,"e",-999,NA,NA,NA,5,NA,NA,"Extreme cloudburst (in the summer season)","erf","cope_condition",5,1,5,NA,NA
NA,NA,NA,6,"f",-999,NA,NA,NA,5,NA,NA,"Gale","gal","cope_condition",5,1,5,NA,NA
NA,NA,NA,6,"g",-999,NA,NA,NA,5,NA,NA,"Storm","sto","cope_condition",5,1,5,NA,NA
NA,NA,NA,7,"a",-999,NA,NA,NA,5,NA,NA,"Heatwave in the winter season","hww","lag_effect",5,1,5,NA,NA
NA,NA,NA,7,"b",3,NA,NA,NA,5,NA,NA,"Heatwave in the summer season","hws","lag_effect",5,1,5,0.5,1
NA,NA,NA,7,"c",-999,NA,NA,NA,5,NA,NA,"Severe icing (in the winter season)","ici","lag_effect",5,1,5,NA,NA
NA,NA,NA,7,"d",-999,NA,NA,NA,5,NA,NA,"Algal bloom (in the summer season)","abl","lag_effect",5,1,5,NA,NA
NA,NA,NA,7,"e",-999,NA,NA,NA,5,NA,NA,"Extreme cloudburst (in the summer season)","erf","lag_effect",5,1,5,NA,NA
NA,NA,NA,7,"f",-999,NA,NA,NA,5,NA,NA,"Gale","gal","lag_effect",5,1,5,NA,NA
NA,NA,NA,7,"g",-999,NA,NA,NA,5,NA,NA,"Storm","sto","lag_effect",5,1,5,NA,NA
NA,NA,NA,9,"a",2,NA,NA,NA,5,"for those fishing then, big concern – must assess ice conditions if a winter heatwave occurs",NA,"Heatwave in the winter season","hww","personal_safety",5,0,2,1,1
NA,NA,NA,9,"b",0,NA,NA,NA,5,"0","0","Heatwave in the summer season","hws","personal_safety",5,0,2,0,1
NA,NA,NA,9,"c",1,NA,NA,NA,5,"If someone is foolish enough to go out, some risk, but few do",NA,"Severe icing (in the winter season)","ici","personal_safety",5,0,2,0.5,1
NA,NA,NA,9,"d",0,NA,NA,NA,5,"0","0","Algal bloom (in the summer season)","abl","personal_safety",5,0,2,0,1
NA,NA,NA,9,"e",0,NA,NA,NA,5,"0","0","Extreme cloudburst (in the summer season)","erf","personal_safety",5,0,2,0,1
NA,NA,NA,9,"f",0,NA,NA,NA,5,"0","0","Gale","gal","personal_safety",5,0,2,0,1
NA,NA,NA,9,"g",2,NA,NA,NA,5,"Surprise storms can be worrisome 2","2","Storm","sto","personal_safety",5,0,2,1,1
NA,NA,NA,10,"a",0,NA,NA,NA,5,"0","0","Heatwave in the winter season","hww","damage",5,0,3,0,1
NA,NA,NA,10,"b",0,NA,NA,NA,5,"0","0","Heatwave in the summer season","hws","damage",5,0,3,0,1
NA,NA,NA,10,"c",1,NA,NA,NA,5,"1 (but most boats are stored then)","1","Severe icing (in the winter season)","ici","damage",5,0,3,0.33,1
NA,NA,NA,10,"d",0,NA,NA,NA,5,"0","0","Algal bloom (in the summer season)","abl","damage",5,0,3,0,1
NA,NA,NA,10,"e",3,NA,NA,NA,5,"could sink a boat if unlucky, 3","3","Extreme cloudburst (in the summer season)","erf","damage",5,0,3,1,1
NA,NA,NA,10,"f",0,NA,NA,NA,5,"no",NA,"Gale","gal","damage",5,0,3,0,1
NA,NA,NA,10,"g",3,NA,NA,NA,5,"yes could sink a boat (3)","3","Storm","sto","damage",5,0,3,1,1
NA,NA,"not_specified",13,"a",2,NA,NA,NA,5,"2 – if the ice is unsafe, you don’t go out.","2","Heatwave in the winter season","hww","change_practices",5,0,2,1,1
NA,NA,"perch",13,"a",NA,NA,NA,NA,5,"2 – if the ice is unsafe, you don’t go out.","2","Heatwave in the winter season","hww","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"a",NA,NA,NA,NA,5,"2 – if the ice is unsafe, you don’t go out.","2","Heatwave in the winter season","hww","change_practices",5,0,2,NA,NA
NA,NA,"not_specified",13,"b",NA,NA,NA,NA,5,"Mixed",NA,"Heatwave in the summer season","hws","change_practices",5,0,2,NA,NA
NA,NA,"perch",13,"b",0,NA,NA,NA,5,"Mixed",NA,"Heatwave in the summer season","hws","change_practices",5,0,2,0,1
NA,NA,"salmon/trout",13,"b",2,NA,NA,NA,5,"Mixed",NA,"Heatwave in the summer season","hws","change_practices",5,0,2,1,1
NA,NA,"not_specified",13,"c",-998,NA,NA,NA,5,"NA",NA,"Severe icing (in the winter season)","ici","change_practices",5,0,2,NA,NA
NA,NA,"perch",13,"c",NA,NA,NA,NA,5,"NA",NA,"Severe icing (in the winter season)","ici","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"c",NA,NA,NA,NA,5,"NA",NA,"Severe icing (in the winter season)","ici","change_practices",5,0,2,NA,NA
NA,NA,"not_specified",13,"d",1,NA,NA,NA,5,"Maybe 1 – switch to another bay; if bloom is everywhere, then skip.","1","Algal bloom (in the summer season)","abl","change_practices",5,0,2,0.5,1
NA,NA,"perch",13,"d",NA,NA,NA,NA,5,"Maybe 1 – switch to another bay; if bloom is everywhere, then skip.","1","Algal bloom (in the summer season)","abl","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"d",NA,NA,NA,NA,5,"Maybe 1 – switch to another bay; if bloom is everywhere, then skip.","1","Algal bloom (in the summer season)","abl","change_practices",5,0,2,NA,NA
NA,NA,"not_specified",13,"e",2,NA,NA,NA,5,"2 – you stay indoors","2","Extreme cloudburst (in the summer season)","erf","change_practices",5,0,2,1,1
NA,NA,"perch",13,"e",NA,NA,NA,NA,5,"2 – you stay indoors","2","Extreme cloudburst (in the summer season)","erf","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"e",NA,NA,NA,NA,5,"2 – you stay indoors","2","Extreme cloudburst (in the summer season)","erf","change_practices",5,0,2,NA,NA
NA,NA,"not_specified",13,"f",1,NA,NA,NA,5,"If sheltered, you can fish a little, =1, unless fully blown in.","1","Gale","gal","change_practices",5,0,2,0.5,1
NA,NA,"perch",13,"f",NA,NA,NA,NA,5,"If sheltered, you can fish a little, =1, unless fully blown in.","1","Gale","gal","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"f",NA,NA,NA,NA,5,"If sheltered, you can fish a little, =1, unless fully blown in.","1","Gale","gal","change_practices",5,0,2,NA,NA
NA,NA,"not_specified",13,"g",1,NA,NA,NA,5,"Same","1","Storm","sto","change_practices",5,0,2,0.5,1
NA,NA,"perch",13,"g",NA,NA,NA,NA,5,"Same","1","Storm","sto","change_practices",5,0,2,NA,NA
NA,NA,"salmon/trout",13,"g",NA,NA,NA,NA,5,"Same","1","Storm","sto","change_practices",5,0,2,NA,NA
NA,NA,NA,15,"a",2,NA,NA,NA,5,"Hard, scale is large.",NA,"Heatwave in the winter season","hww","avoidance",4,1,5,0.25,0.75
NA,NA,NA,15,"b",2,NA,NA,NA,5,"Hard",NA,"Heatwave in the summer season","hws","avoidance",4,1,5,0.25,0.75
NA,NA,NA,15,"c",-998,NA,NA,NA,5,"NA",NA,"Severe icing (in the winter season)","ici","avoidance",4,1,5,NA,NA
NA,NA,NA,15,"d",4,NA,NA,NA,5,"Easier – could switch to a lake if planning coastal fishing",NA,"Algal bloom (in the summer season)","abl","avoidance",4,1,5,0.75,0.75
NA,NA,NA,15,"e",2,NA,NA,NA,5,"Hard",NA,"Extreme cloudburst (in the summer season)","erf","avoidance",4,1,5,0.25,0.75
NA,NA,NA,15,"f",3,NA,NA,NA,5,"to some extent – find a sheltered spot",NA,"Gale","gal","avoidance",4,1,5,0.5,0.75
NA,NA,NA,15,"g",1,NA,NA,NA,5,"no",NA,"Storm","sto","avoidance",4,1,5,0,0.75
NA,NA,NA,21,"a",1,NA,NA,NA,5,"Not really – only extreme cases (climbing steep riverbanks, pushing",NA,"Heatwave in the winter season","hww","stress",2,1,5,0,0.25
NA,NA,NA,21,"b",1,NA,NA,NA,5,"no",NA,"Heatwave in the summer season","hws","stress",2,1,5,0,0.25
NA,NA,NA,21,"c",1,NA,NA,NA,5,"no",NA,"Severe icing (in the winter season)","ici","stress",2,1,5,0,0.25
NA,NA,NA,0,NA,NA,NA,NA,NA,5,"recreational",NA,NA,NA,"fishing_style",NA,NA,NA,NA,NA
